experiment,job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,warmup,False,1,50,8.92,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,10,50,10.29,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,25,50,13.76,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,50,50,17.23,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,100,50,25.52,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,200,50,46.22,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,500,50,92.71,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000169671_00821.fasta,59,sample,True,1000,50,164.11,0.0,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,warmup,False,1,50,17.94,779.3,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,10,50,63.55,3343.7,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,25,50,132.61,3351.4,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,50,50,244.81,3343.7,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,100,50,450.49,3350.4,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,200,50,741.22,3359.2,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,500,50,1610.21,3343.3,ok
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000004730_00424.fasta,314,sample,True,1000,50,302.55,3349.1,ERROR: Not sure why /net/tscratch/people/plgestacherczak/Large-scale-protein-conformational-states-prediction/bioemu_outputs/numsamples/101-500aa/ns1000_bs50/MGYG000004730_00424/batch_0000160_0000165.npz already exists when so far only 55 samples have been generated.
numsamples,2671010,t0030,6,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000001250_01095.fasta,778,warmup,False,1,50,1.62,31.2,ERROR: range() arg 3 must not be zero
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,warmup,False,1,50,9.06,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,10,50,11.6,0.0,ok
numsamples,2671010,t0030,7,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000189504_00958.fasta,91,sample,True,25,50,14.48,0.0,ok
